[ 2016-09-08T21:40:18+08:00 ] /index.php/Knowledge/klist?sort=0000000000 | INFO: Tag[ route_check ] --START--
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run ParseTemplate Behavior [ RunTime:0.027168s ]
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027209s ]
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ view_filter ] --START--
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run ContentReplace Behavior [ RunTime:0.000083s ]
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run TokenBuild Behavior [ RunTime:0.000103s ]
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000042s ]
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run ShowRuntime Behavior [ RunTime:0.000078s ]
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000386s ]
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ view_end ] --START--
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run ShowPageTrace Behavior [ RunTime:0.000054s ]
[ 2016-09-08T21:40:23+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ view_end ] --END-- [ RunTime:0.000084s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ route_check ] --START--
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run CheckRoute Behavior [ RunTime:0.000076s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ route_check ] --END-- [ RunTime:0.000206s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ app_begin ] --START--
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000067s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000099s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] Function split() is deprecated KnowledgeAction.class.php 第 114 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] mysql_connect(): The mysql extension is deprecated and will be removed in the future: use mysqli or PDO instead DbMysql.class.php 第 67 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | SQL: SHOW COLUMNS FROM `march_article` [ RunTime:0.017945s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | SQL: SELECT COUNT(*) AS tp_count FROM `march_article` WHERE ( (march_article.article_title LIKE '%Swift%') ) OR ( (march_article.article_tags LIKE '%Swift%') ) LIMIT 1   [ RunTime:0.021750s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8] Undefined index: header Page.class.php 第 137 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 660 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | SQL: SELECT march_user.user_name,march_article.article_title,march_article.article_id,march_article.article_time,march_article.article_tags,march_article.article_num,march_sort.sort_name,march_user_info.avator,march_user_info.blog,march_article.article_content FROM `march_article` LEFT JOIN march_user ON march_user.user_phone = march_article.user_phone LEFT JOIN march_user_info ON march_user_info.user_phone = march_article.user_phone LEFT JOIN march_sort ON march_article.article_sort=march_sort.idmarch_sort WHERE ( (march_article.article_title LIKE '%Swift%') ) OR ( (march_article.article_tags LIKE '%Swift%') ) ORDER BY march_article.article_id desc LIMIT 0,10   [ RunTime:0.066986s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] Function split() is deprecated KnowledgeAction.class.php 第 138 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] Function split() is deprecated KnowledgeAction.class.php 第 138 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ view_template ] --START--
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Run LocationTemplate Behavior [ RunTime:0.000088s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ view_template ] --END-- [ RunTime:0.000112s ]
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | INFO: Tag[ view_parse ] --START--
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2016-09-08T21:40:25+08:00 ] /index.php/Knowledge/searchlist?search=Swift | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
